Timestamp	Black closed infinity, rainbow background	Black open infinity, rainbow background	The Autistic Rights Flag (green-red-purple, yellow infinity)	Gold infinity, white background (variable width)	Gold infinity, white background (fixed width)	Aufinity symbol, white background	Autism Spectrum Nautilus, white background	Rainbow infinity made of dots, white background	ROYLG striped infinity, white background	Autistic Pride Day (Australia), gradient concentric infinities	Concentric ROYLG, white background	Concentric disability pride, white background	Concentric ROYLG, grey background	Gold infinity, disability pride background	Autism spectrum nautilus, disability pride stripe background	Autistic Pun Flag	Teal aesthetic, diagonal stripes	Red infinity, teal aesthetic, diagonal stripes	Red infinity, teal background	Red infinity, red and white background	Red infinity, white and gold background	Red infinity, ROYLG background	Rainbow infinity, ROYLG background	Rainbow infinity, diagonal ROYLG background	Nautilus, diagonal ROYLG background	Aufinity, white circle, ROYLG background	Aufinity, Teal background	The Autistic Pride London Flag (purple-green, gold starburst, rainbow infinity)	Rainbow gradient infinity loop, gold background	Rainbow segmented infinity loop, gold background	Rainbow segmented infinity loop with white dividers, gold background	Rainbow infinity, diagonal rainbow stripe background	Vertical rainbow background (without blue)	Gold infinity, vertical rainbow background (no blue)	Gold infinity, vertical rainbow background (no blue, has browns)	Yellow infinity on red-green-blue background	Gold infinity, soft pastel background	The Mint Flag	Off-kilter rainbow infinity, red black and teal background	Rainbow dragon, black background	The Wreath Flag (red-gold-blue with white circle)	Gold infinity, disability grey background	Autism spectrum nautilus, disability grey background	Rainbow infinity, Teal background	Rainbow infinity, white circle, ROYLG background	Gold infinity on white with horizontal red bars	Black infinity on red, yellow, and green	Nine horizontal stripes design (red to white to green)	Black infinity on red, yellow, and green; seven stripes	Red infinity on white circle with teal aesthetic	Red open infinity with teal aesthetic	Simplified nautilus (7 segments) on grey	Diagonal ROYLG stripes	8-segment nautilus on grey	Yellow sun on red and purple	Stained glass theme with black lines	Purple face on gold, with solid gold infinity	Autistic Liberation Flag	7-segment nautilus on disability pride stripes	Black open infinity on diagonal rainbow stripes	Diagonal ROYLG stripes	Red open infinity on white circle with teal aesthetic	Rainbow infinity, ROYLG background
7/10/2025 15:13:12	4	4	4	2	2	4	2	2	3	2	2	2	2	2	2	2	4	3	5	5	3	3	2	2	2	3	4	1	2	4	4	1	3	3	2	3	5	4	1	3	3	2	2	4	3																		
7/10/2025 15:33:42	4	4	2	3	3	3	3	3	3	3	4	4	5	4	5	2	4	3	3	3	3	4	4	3	5	4	3	2	3	3	4	2	2	3	3	2	2	2	2	3	2	3	5	3	5																		
7/10/2025 16:04:21	5	5	2	4	3	3	4	1	3	3	3	4	4	3	3	3	3	5	5	4	3	4	4	3	2	4	3	2	2	3	3	2	2	2	3	2	3	2	2	5	2	4	5	4	4																		
7/10/2025 16:34:58	5	5	2	1	1	1	3	1	3	4		3	3	3	3	2	2	2	4	3	1	3	5	5	3	3	2	1	1		1	1	1	1	1	1	2	2	2	1	2	1	4	4	4																		
7/10/2025 16:37:10	5	5	1	2	2	2	3	1	2	3	3	2	2	3	5	2	2	3	4	2	2	4	2	2	3	3	4	1	4	3	2	1	1	1	1	2	3	2	2	1	2	2	3	4	4																		
7/10/2025 16:57:43	3	1	1	1	1	1	5	1	1	5	5	3	5	1	4	1	1	1	1	1	1	1	3	4	5	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	4	1	2																		
7/10/2025 18:38:22	4	4	3	1	1	1	2	1	2	4	2	2	3	4	5	5	3	2	3	5	2	4	2	2	3	1	2	3	2	4	3	1	2	1	2	2	4	4	3	5	3	2	4	4	5																		
7/10/2025 19:34:09	2	3	4	4	4	2	3	2	2	2	2	1	2	5	2	3	3	1	2	2	1	5	4	4	1	2	1	1	5	4	4	1	1	1	2	1	3	1	2	1	2	3	3	2	2																		
7/10/2025 20:20:28																																																															
7/10/2025 21:19:29	2	3	1	4	4	1	3	1	4	2	4	3	4	3	3	1	1	2	2	2	1	3	5	4	3	2	1	1	4	3	3	1	1	1	1	1	2	1	1	1	1	2	3	3	5																		
7/10/2025 21:26:29	4	4	2	2	2	3	2	1	3	3	3	4	2	3	4	2	3	3	4	4	2	4	5	5	2	2	3	1	5	3	4	1	3	4	2	2	2	3	1	1	3	3	3	5	3																		
7/10/2025 22:50:08	5	5	2	1	1	1	4	1	3	3	4	2	4	2	5	4	1	3	3	4	1	4	4	4	5	2	1	1	1	4	4	1	3	3	2	1	2	2	3	1	1	1	4	5	3																		
7/11/2025 3:08:53	5	5	1	3	3	3	3	2	3	4	4	2	2	2	3	1	1	1	4	1	1	4	3	2	4	4	5	1	3	4	4	1	1	1	1	1	3	1	1	2	1	2	2	5	4																		
7/11/2025 4:10:20	3	3	2	3	2	3	4	4	4	3	4	4	5	5	5	4	3	3	4	3	3	5	3	3	5	2	2	2	4	3	3	1	3	3	3	1	3	2	3	1	2	4	5	3	3																		
7/11/2025 5:40:39	4	3	2	3		4	3	2	4	4	5	4	4	3	4	4	4	3	4	3	5	3	4	4	5	4	4	2	3	4	5	1	2	2	1	1	4	4	3	3	4	4	4	4	3																		
7/11/2025 9:45:22	4	3	2	1	1	3	3	1	4	3	3	2	4	3	3	4	3	2	2	2	1	3	3	4	4	4	3	1	3	4	4	2	2	3	3	1	2	1	3	2	1	2	3	2	3																		
7/11/2025 9:54:31	5	5	1	1	5	1	2	1	4	3	4	4	1	2	4	1	1	1	5	3	1	1	4	4	1	1	1	1	3	4	3	1	1	1	3	1	1	1	1	1	1	2	5	4	5																		
7/11/2025 12:48:10	4	4	4	1	4	3	2	1	4	2	4	1	5	5	3	3	3	3	3	2	3	3	3	2	2	3	2	1	4	5	4	1	1	1	1	1	1	2	1	1	4	2	3	3	3																		
7/11/2025 16:47:20	4	3	3	4	3	1	1	1	3	1	2	2	1	2	2	1	1	2	5	2	5	2	2	3	1	2	1	1	4	3	3	1	1	1	1	1	2	1	3	1	3	3	1	4	4																		
7/11/2025 18:23:26	5	5	1	1	1	2	2	1	5	5	2	2	5	1	4	5	2	1	1	5	1	5	5	5	4	2	2	2	1	2	4	1	1	1	3	2	2	1	1	1	2	1	1	5	5																		
7/11/2025 19:40:00																			5																																												
7/11/2025 20:09:02	4	4	2	3	3	1	5	1	1	1	1	3	3	4	4	4	4	2	3	5	1	2	2		4	3	3	1	1	1	1	1	1	2	1	1	4	3	4	1	3	2	4	5	1																		
7/11/2025 22:56:16	5	3	4	5	5	5	2	3	5	1	4	5	3	4	5	3	5	4	4	5	3	4	5	5	3	5	3	4	5	5	5	1	3	4	5	3	4	4	5	5	4	2	2	5	5																		
7/12/2025 15:34:28	4	5	3	4	5	3	3	4	4	4	3	5	4	3	3		3	3	4	4	4	3	4	4	3	3	3	4	5	5	5	4	3	3		2	4	5	1	3	3	4	4	2	4																		
7/12/2025 15:41:07	5	5	1	4	4	3	3	4	5	4	3	3	3	2	2	1	3	4	5	4	1	4	2	1	1	3	3	1	1	2	2	1	3	1	1	1	2	1	1	1	1	2	2	4	4																		
7/12/2025 15:43:26	2	2	4	4	4	1	4	1	2	2	2	2	3	4	4	4	3	2	2	3	4	3	2	2	2	2	2	3	2	4	2	1	3	3	4	3	3	2	2	3	4	3	4	2	2																		
7/12/2025 15:52:34	2	2	3	2	3	4	4	4	5	4	4	4	3	4	5	5	2	2	3	5	2	3	3	4	3	4	2	1	3	3	4	3	3	2	3	2	3	2	4	2	3	3	4	3	4																		
7/12/2025 16:04:51	3	2	2	2	3	1	2	3	3	1	1	2	2	2	2	1	1	3	2	1	1	2	2	2	1	1	1	1	3	1	2	2	1	2	2	2	3	1	1	1	1	3	1	2	3																		
7/12/2025 16:43:15	3	3	1	1	3	1	2	1	2	4	3	3	2	3	2	1	2	2	1	3	1	1	3	3	1	2	1	1	2	2	3	1	1	3	1	1	3	1	1	1	1	3	3	2	2																		
7/12/2025 17:46:59	3	3	2	3	3	2	3	3	4	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	2	3	4	4	4	2	3	3	2	3	3	3	3	3	3	3	3	3	3																		
7/12/2025 18:28:37	2	2	4	3	4	4	2	4	2	3	2	1	1	4	3	3	2	2	3	2	4	3	2	2	2	4	4	1	2	4	2	1	3	2	1	3	1	2	3	2	3	3	4	3	4																		
7/12/2025 18:45:19	4	5	5	4	3	5	5	4	4	5	5	5	4	3	5	3	3	2	3	2	2	4	4	4	4	5	4	2	3	3	4	3	4	4	5	2	2	3	2	3	4	4	5	3	4																		
7/12/2025 19:34:45	3	2	4	3	3	3	4	4	3	4	2	2	3	3	4	3	2	2	2	2	2	4	3	2	4	4	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	4	3	4																		
7/12/2025 21:36:24	1	2	2	3	2	2	1	3	2	2	3	1	3	3	1	4	3	2	2	1	3	2	1	1	1	1	1	1	3	2	3	2	1	1	1	1	2	2	1	1	1	3	1	2	1	3	2	1	1	2													
7/13/2025 0:04:08	4	4	5	3	4	4	5	2	2	4	4	5	5	4	5	5	3	2	2	2	3	4	2	4	4	3	1	1	4	3	4	2	2	3	2	3	3	2	1	1	1	5	5	2	3	3	4	2	4	2	2												
7/13/2025 0:17:38	2	4	4	4	4	2	4	1	3	5	4	4	5	5	5	5	2	3	1	1	3	4	2	3	3	1	1	1	2	3	1	1	1	1		2	2	1	1	1	1	4	5	1	2	3	1	2	2	1	2												
7/13/2025 1:41:37	3	4	1	3	2	1	5	1	1	3	3	4	2	1	5	1	1	3	3	3	1	4	3	4	5	3	2	1	2	2	3	5	1	1	1	1	1	4	1	5	1	1	5	3	3	1	1	1	1	3	2												
7/13/2025 5:49:45	5	5	2	1	3	5	4	1	3	4	2	5	4	5	4	2	2	3	3	5	1	1	3	4	5	4	4	1	2	3	3	2	3	2	3	1	4	1	4	5	3	2	5	4	4	1	4	3	3	4	4												
7/13/2025 12:44:15	3	3	3	2	3	2	1	3	5	3	3	3	2	3	2	3	2	2	1	2	2	4	2	3	1	2	2	2	3	3	3	1	2	3	3	2	3	3	3	2	2	3	1	5	5	2	2	3	3	3	3												
7/13/2025 15:38:41	2	2	1	2	1	2	4	1	1	3	1	4	2	2	4	1	1	2	2	2	1	1	1	1	2	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	5	1	1	1	2	1	2	1	1												
7/13/2025 15:49:18	5	5	4	1	4	2	4	4	2	4	4	2	3	2	4	5	4	1	1	1	2	3	3	1	2	1	1	1	4	4	4	1	1	1	2	3	2	3	3	1	1	4	5	1	1	2	4	1	3	2	3												
7/13/2025 15:55:47	3	3	2	1	1	2	2	4	3	3	2	5	2	2	4	1	2	4	3	1	1	1	1	3	2	1	1	2	2	4	2	1	1	1	1	1	1	1	1	2	1	1	2	5	3	1	2	2	1	4	3												
7/13/2025 15:57:10	5	3	4	2	4	2	3	3	3	5	4	4	3	5	4	5	4	3	1	4	2	4	4	2	2	2	2	1	1	1	3	1	1	2	4	2	3	3	4	2	4	4	3	4	4	1	5	2	5	4	2												
7/13/2025 16:08:01	4	3	2	2	1	1	3	2	2	2	2	3	4	4	5	2	2	2	2	2	4	2	2	2	3	2	2	1	2	3	3	1	1	1	1	1	1	1	1	1	4	3	4	2	3	2	3	2	1	2	2												
7/13/2025 16:46:25	4	4	1	1	2	1	3	2	2	2	2	1	2	3	3	3	2	2	4	2	1	4	4	5	4	1	2	1	3	2	2	1	1	1	1	1	2	1	1	1	2	2	3	3	4	1	2	3	2	2	5												
7/13/2025 16:51:01	3	4	1	3	3	3	4	2	2	2	3	3	3	3	5	2	1	2	2	2	3	3	2	2	2	2	3	1	3	3	3	1	1	1	1	1	2	1	1	2	2	3	5	3	4	1	2	1	2	2	2												
7/13/2025 19:02:19	5	4	5	3	4		3	2	4	2	4	3	3	4	4	5	5	4	3	4	1	3	3	3	4	2	3	2	2	3	2	1	2	2	4	2	3	3	4	2	2	5	5	3	4	1	2	3	3	4	3												
7/13/2025 19:11:28	4	5	2	3	2	1	2	1	4	2	2	3	2	5	2	3	2	2	2	2	1	4	4	3	3	1	1	2	2	3	3	1	1	1	1	2	5	3	1	3	2	2	3	2	3	1	3	2	3	3	3												
7/13/2025 19:37:49	4	4	2	1	2	1	1	1	2	1	1	1	2	3	2	4	3	3	2	2	1	3	2	3	1	1	1	1	1	2	2	1	1	1	1	1	3	3	2	1	1	2	3	3	3	1	2	3	3	2	2												
7/13/2025 19:37:59	4	4	3	2	3	3	4	2	3	3	3	3	4	2	4	3	3	3	3	3	1	3	2	3	3	2	3	2	3	2	3	1	4	3	3	3	3	2	2	2	2	3	4	3	3	2	4	3	4	3	2												
7/13/2025 19:47:56	4	4	3	3	2	2	4	3	3	3	2	5	2	2	4	5	2	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	5	2	3	2	3	5	2	2	2	3	2	2	2	2												
7/13/2025 21:12:26	4	3	4	5	5	2	3	1	1	4	2	5	2	5	2	2	1	1	1	3	2	2	2	2	3	1	1	1	2	2	2	1	4	1	3	1	1	3	1	2	1	5	2	2	2	1	1	3	1	1	1												
7/13/2025 21:17:48	5	4	1	2	3	1	5	1	3	4	4	4	2	2	4	1	4	3	2	2	1	2	3	3	3	1	1	1	3	3	3	1	2	1	1	1	2	3	3	1	2	2	5	2	3	1	4	5	3	2	1												
7/13/2025 21:45:31	4	4	2	2	3	1	2	4	1	1	2	5	4	3	3	5	4	3	1	2	1	3	2	4	3	1	3	1	2	4	4	1	1	1	2	1	1	1	1	1	1	4	3	2	1	1	2	4	2	1	2												
7/14/2025 2:53:39	2	2	2	2	4	4	3	4	2	3	3	4	2		4	1	4	1	2	1	1	4	3	3	4	4	3	1	2	1	2	1	1	1	2	1	1	1	2	2	5	2	2	2	3	1	1	1	1	3	2	2	4		1	4		3					
7/14/2025 3:18:05	2	3	2	1	3	1	2	1	2	2	2	2	2	2	4	3	3	1	2	1	1	2	3	2	4	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	3	3	1	3	1	3	1	2	1	1	4	2	2	1	3	1	1					
7/14/2025 3:46:07	5	5	2	3	4	1	3	1	3	2	4	2	4	3	5	1	2	3	2	2	1	3	5	5	3	2	1	1	4	4	3	1	1	1	1	2	2	1	1	1	2	3	5	3	4	1	4	4	4	2	2	5	5	5	1	1	4	1					
7/14/2025 10:39:51	1	1	4	4	4	2	5	1	1	5	5	4	5	4	5	5	3	3	1	1	4	1	3	4	4	2	1	1	3	1	4	1	1	1	1	1	1	1	1	1	1	5	5	1	1	3	1	1	2	1	1	4	5	4	2	1	2	2					
7/14/2025 13:43:25	2	4	2	1	2	1	4	1	1	5	4	2	5	3	2	4	5	2	3	1	3	3	2	3	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	3	5	2	2	2	2	2	2	3	2	4	5	4	3	1	1	1					
7/14/2025 14:24:17	2	3	1	1	1	1	1	1	2	1	1	1	1	3	2	3	1	1	3	4	2	2	5	5	3	1	1	1	4	3	3	1	1	1	1	1	1	1	1	1	2	3	2	3	3	1	1	1	1	4	2	1	2	3	2	3	1	1					
7/14/2025 15:02:33	1	3	5	1	2	2	4	1	2	1	3	1	2	4	2	3	2	2	2	1	1	5	2	2	1	4	2	3	2	2	3	1	4	1	1	3	1	2	2	1	1	2	4	1	2	3	1	4	3	2	2	4	3	3	2	1	1	1					
7/14/2025 15:05:36	1	2	2	1	1	1	1	1	4	4	4	2	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1					
7/14/2025 15:10:51	3	3	2	2	1	1	3	1	2	3	3	4	3	2	4	4	4	2	3	2	2	3	2	2	3	2	3	1	2	2	2	1	2	2	2	1	2	2	1	5	2	2	3	3	3	2	2	2	2	4	2	2	3	3	2	1	2	1					
7/14/2025 15:11:01	2	2	3	5	5	1	1	3	3	1	3	1	4	2	1	1	2	2	1	2	1	1	2	3	1	1	1	1	5	3	3	3	1	2	4	1	3	1	1	1	1	5	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1					
7/14/2025 15:17:41	2	3	3	2	3	2	4	4	3	5	4	4	4	4	4	4	3	2	2	2	4	3	3	4	4	2	2	1	4	4	4	1	3	1	2	3	2	3	3	2	2	4	4	4	3	2	3	3	3	3	2	4	2	4	2	3	2	3					
7/14/2025 15:26:12	4	5	2	1	1	1	2	1	1	1	5	3	5	4	2	2	1	3	4	4	5	4	3	2	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	4	3	5	3	1	3	2	4	4	5	2	1	2	1	1	5	1					
7/14/2025 16:58:29	1	3	2	4	4	2	1	1	2	2	2	1	1	1	1	1	1	1	3	5	4	1	1	1	1	2	1	1	2	2	3	2	2	3	3	3	3	2	1	3	5	1	1	2	1	3	3	3	3	3	3	1	1	1	3	3	1	4	4				
7/14/2025 17:30:27	4	4	2	3	4	2	2	1	3	1	1	2	2	4	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	4	1	2	2	2	2	1	2	2	1	2	2	2	1	1	3	2	2	3			
7/14/2025 17:52:11	2	2	2	3	3	1	1	1	3	2	2	1	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	2	1	2	2	1	1	1	1	4	1	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2			
7/14/2025 18:51:54	5	4	2	4	2	3	3	1	4	4	3	5	4	3	4	2	3	3	1	2	2	2	4	3	2	1	1	1	2	2	4	1	1	1	1	2	2	2	1	1	1	3	3	2	2	1	3	2	2	2	1	3	5	3	1	1	1	2	2	3			
7/14/2025 18:55:28	2	3	4	2	2	1	3	1	1	1	1	3	1	4	4	5	4	4	3	4	4	2	3	2	2	3	4	3	1	1	2	2	3	2	4	2	4	4	3	2	2	2	5	4	3	3	3	4	4	4	2	2	1	4	4	2	2	2	4	4			
7/14/2025 18:56:11													1	2		5					2				3				2			2										2			3	2	3	1	1	2	1		4			1		1		3			
7/14/2025 18:57:51	4	4	3	2	4	3	4	1	2	3	3	3	3	2	4	3	4	3	2	2	2	3	4	4	4	2	2	2	3	4	4	1	2	1	1	2	2	2	1	2	3	2	4	3	4	2	2	2	2	2	2	5	3	4	3	1	2	1	5	4			
7/14/2025 18:58:12	2	2	1	2	3	1	3	3	3	5	4	1	4	2	3	2	2	3	4	2	2	2	3	4	4	2	2	2	3	2	2	1	3	2	1	1	2	2	2	1	1	3	2	5	3	1	2	2	3	4	3	2	2	3	1	1	3	2	3	4			
7/14/2025 18:59:31	4	2		2	1	1	1	3	1	4	2	4	2	4	5	5	2	2	1	2	1	1	1	1	1	1	1	1	2	1		1	1	1	2	3	1	4	1	1	1	2	5	1	1	1	2	1	1	1	1	3	3	2	3	1	1	1	3	4			
7/14/2025 19:06:20	5	4	4	1	2	1	3	1	2	2	2	2	2	3	5	5	4	4	3	4	2	2	2	1	2	1	1	1	1	2	2	1	2	2	2	2	3	2	1	2	4	1	3	1	2	2	2	2	3	2	3	3	4	5	4	2	5	1	4	4			
7/14/2025 19:06:42	3	4	1	4	4	1	3	4	2	2	1	2	1	5	4	1	4	5	4	2	3	2	2	1	2	1	2	1	1	2	1	1	1	2	1	2	3	1	2	1	1	2	3	3	2	2	1	1	2	5	2	3	3	4	1	1	3	1	4	3			
7/14/2025 19:14:01	5	4	1	1	2	1	2	1	1	3	3	4	3	5	5	3	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	5	1	1	1	1	2	3	1	1	4	4	4	1	1	3	1	5	5			
7/14/2025 19:15:18	4	4	1	1	3	2	2	1	1	3	1	3	1	1	3	3	1	2	2	1	1	1	1	1	4	1	1	1	5	4	5	1	1	1	1	4	1	1	4	5	1	4	4	1	1		1	1	1	1	1	1	1	4	1	2	2	1	2	2			
7/14/2025 19:16:57	2	3	3	2	2	2	4	1	2	3	4	5	4	4	5	4	3	4	3	4	4	3	4	3	4	4	2	2	3	3	3	2	2	2	3	3	2	2	3	2	4	2	4	4	4	3	2	3	2	3	4	3	4	3	3	4	2	2	5	4			
7/14/2025 19:24:58	3	1	3	2	2	3	2	1	3		4	2	4	5	4	4	3	2	1	1	1	2	1	2	2		2	1	1	1	2	1	2	3	2	2	1	3	1	1	3	2	2	3	2	1	2	2	2	1	2	2	3	1	2	2	3	2	4	3			
7/14/2025 19:29:06	2	3	3	3	5	2	3	2	3	3	2	1	2	4	2	5	5	3	3	1	3	3	2	3	2	2	2	1	3	4	3	1	1	2	2	1	3	4	2	1	1	4	3	3	2	2	2	1	3	3	3	3	4	3	4	2	2	1	2	4			
7/14/2025 19:32:56	4	3	2	2	1	1	2	3	2	2	3	3	3	3	2	1	2	1	2	1	2	2	3	1	1	1	1	1	4	4	4	1	1	1	2	1	3	2	1	1	1	1	4	2	3	1	2	1	4	2	1	4	5	2	1	1	5	1	3	4			
7/14/2025 19:39:46	2	4	4	2	2	2	4	2	4	1	2	3	3	4	2	3	2	4	3	1	3	3	1	3	2	1	1	1	2	3	3	1	1	1	1	3	2	5	3	1	1	3	5	2	2	4	2	2	3	4	1	5	5	4	2	1	1	1	3	4			
7/14/2025 19:41:09	1	4	4	2	2	1	1	1	4	1	2	1	2	1	1	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	3	1	5	1	1	1	3	1	1	1	1	1	1	3			
7/14/2025 19:50:30	4	4	5	1	1	1	5	1	4	5	5	5	5	4	5	3	4	4	4	2	3	5	1	1	5	1	1	1	1	4	4	1	3	2	2	3	2	2	2	1	4	1	5	1	1	3	3	3	3	4	4	5	5	5	4	1	4	4	5	5			
7/14/2025 21:01:42	4	5	2	3	3	2	3	2	3	3	3	3	3	2	5	2	3	3	3	4	2	3	3	3	4	2	2	2	3	2	2	2	3	2	3	2	2	3	2	5	2	4	3	3	4	2	4	3	3	3	3	3	4	4	4	2	3	3	4	3			
7/14/2025 21:10:29	4	4	2	1	1	2	2	2	1	1	1	3	1	2	2	2	2	2	2	3	1	3	2	1	2	2	2	1	1	4	4	1	2	1	1	1	2	3	1	1	1	1	4	1	1	3	3	2	2	2	1	4	2	3	2	1	2	1	2	4			
7/14/2025 21:16:47	3	4	1	2	2	1	3	1	3	2	2	2	3	2	3	2	2	2	4	3	1	3	4	5	3	1	1	3	5	4	3	1	1	1	1	2	2	1	2	2	2	2	3	4	3	1	2	1	2	4	3	3	2	3	1	3	2	1	3	2			
7/14/2025 21:27:27	5	5	4	3	4	4	4	2	4	4	4	5	4	4	5	5	5	3	4	5	4	4	4	5	5	3	2	2	3	3	3	2	4	4	5	3	4	5	3	4	3	4	5	3	5	3	2	3	4	5	4	4	4	4	2	5	3	2	5	4			
7/14/2025 21:44:42	3	4	3	2	2	2	2	1	3	2	3	2	3	2	3	1	1	1	1	1	1	3	4	3	4	2	2	1	3	3	2	1	3	2	2	1	2	2	3	4	4	2	3	2	4	1	2	4	3	1	1	3	4	3	1	3	3	1	3	5			
7/14/2025 21:53:30	2	2	3	4	3	1	5	3	2	2	2	4	2	4	5	5	3	4	3	3	2	1	1	2	3	1	1	1	3	3	2	1	1	1	1	1	3	1	1	1	1	4	5	2	2	1	1	1	1	3	3	5	3	5	2	1	1	1	4	2			
7/14/2025 21:53:33	4	5	4	2	2	3	4	3	2	4	4	3	4	4	5	3	4	3	4	1	4	3	4	2	3	3	3	1	3	3	2	1	1	2	2	2	3	2	2	2	3	3	4	5	4	1	2	3	2	2	3	3	4	2	3	4	4	2	3	4			
7/14/2025 22:01:03	4	5	1	2	3	1	1	1	2	2	3	4	2	1	3	4	3	1	1	4	1	2	4	2	2	1	1	1	3	5	4	1	1	1	1	1	2	3	2	4	4	2	1	4	5	1	1	3	1	1	1	1	3	1	3	1	3	1	2	2			
7/14/2025 22:09:53	4	3	4	3	3	2	4	1	3	5	4	4	5	5	5	1	2	3	2	1	3	4	4	3	4	2	2	1	3	3	2	1	2	3	2	1	4	2	4	2	4	2	4	4	5	3	2	2	3	3	5	5	2	3	4	2	2	1	5	3			
7/14/2025 23:11:18													4																																	1	3	4	2	1	1	1	5	1	2	1	1	1	1	5			
7/15/2025 0:15:56	1	2	1	1	1	2	1	1	1	5	5	5	1	2	1	5	5	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	4	1	1	5	1	1	1	1			
7/15/2025 2:02:08	2	4	3	1	2	2	3	3	2	2	3	5	3	2	2	2	3	2	1	2	1	2	2	3	1	2	2	1	3	3	4	1	1	1	1	1	1	2	1	5	1	1	4	2	2	1	1	3	1	2	1	3	4	3	1	3	1	2	2	5			
7/15/2025 3:41:36	5	5	4	5	4	3	1	3	3	5	5	5	5	5	1	2	1	3	1	1	5	4	4	2	1	1	1	3	4	3	5	1	1	3	1	2	1	3	1	2	4	4	1	1	3	1	4	1	5	1	2	1	1	1	1	1	3	2	1	5			
7/15/2025 3:57:53	1	2	2	1	1	1	3	1	1	2	1	2	1	2	2	1	2	3	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	3	1	3	2	1	1	1	3	1			
7/15/2025 4:38:29	3	4	3	4	3	3	4	4	3	3	2	2	2	3	5	4	4	3	3	2	2	3	4	4	4	4	4	1	4	4	4	1	2	2	2	2	2	3	3	2	4	4	5	4	4	1	2	3	2	2	2	3	4	3	2	5	2	3	5	4			
7/15/2025 5:32:00	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	4	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	2	1	1	1	1	5	1	1	1	2	5	2	1	3	1	1	2	1			
7/15/2025 6:05:08	4	4	2	1	1	1	1	1	2	2	1	1	3	2	3	4	3	2	5	5	2	4	3	3	3	2	3	1	2	2	2	2	1	2	2	2	2	3	3	1	3	2	1	3	3	1	2	2	2	3	2	1	4	3	3	2	1	1	3	3			
7/15/2025 6:18:05	3	3	2	2	4	2	2	3	3	3	3	3	2	3	3	1	2	2	3	2	1	2	3	1	2	4	2	1	3	3		1	2	4	2	2	4	4	3	1	3	3	2	3	4	1	2	4	2	3	2	2	3	3	2	1	2	2	3	2			
7/15/2025 6:55:40																																														1	2	2	2	3	2	3	5	3	4	3	2	3	2	5			
7/15/2025 8:58:14	2	2	1	4	4	4	2	5	5	2	2	2	2	2	2	1	1	3	2	1	1	2	3	1	2	2	3	1	2	4	1	5	2	2	2	3	3	1	1	3	2	2	1	5	3	2	3	2	2	2	1	2		1	2	2	1	1	2	4			
7/15/2025 11:21:47	5	5	2	1	1	1	1	1	3	1	1	1	1	1	3	1	3	4	4	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	3	4	4	2	2	3	2	3	3	2	1	1	2	5			
7/15/2025 11:45:36	4	4	1	2	5	2	5	2	4	4	4	4	3	2	2	2	2	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	2	1	1	3	1	3	1	1	4	1	2	5			
7/15/2025 13:55:43	4	3	4	4	2	3	4	5	3	3	2	4	1	3	4	3	2	2	3	2	2	2	2	2	1	2	3	2	2	2	2	1	2	2	3	2	2	4	1	1	2	3	3	4	3	2	4	5	4	3	2	3	3	3	4	4	1	2	4	4			
7/15/2025 15:19:46	2	4	3	1	2	2	4	2	2	4	4	4	3	4	5	4	2	2	1	1	1	2	2	5	3	4	3	1	4	2	3	2	2	2	2	1	3	2	3	2	1	5	5	2	3	1	2	1	2	2	1	5	4	5	3	4	5	2	5	2			
7/15/2025 17:52:05	3	4	3	3	3	3	3	3	3	5	4	4	5	3	4	4	3	3	3	2	2	3	3	3	4	3	2	2	3	4	3	2	3	3	3	3	3	2	2	4	4	3	4	3	3	3	3	3	3	3	3	4	5	3	2	3	5	3					
7/15/2025 19:36:45	4	4	3	3	2	2	2	1	2	4	3	2	3	4	4	2	4	5	5	5	4	2	3	2	3	3	4	3	1	1	1	1	1	2	1	1	1	2	1	3	3	2	4	4	4	2	3	2	3	5	4	3	4	4	2	2	3	1	3	3			
7/15/2025 22:04:56	3	3	3	1	1	1	4	1	1	3	1	1	2	1	3	1	2	2	2	2	1	1	1	1	5	1	1	1	2	1	2	1	1	1	1	3	2	2	1	5	2	1	4	2	2	1	3	3	4	2	2	4	5	4	3	1	1	1	3	3			
7/15/2025 22:48:23	3	2	1	5	3	1	3	4	4	3	4	2	1	3	5	1	2	2	1	3	1	1	3	3	1	1	1	1	3	1	4	1	1	1	1	1	4	2	3	2	2	2	3	3	3	2	1	2	2	2	3	3	3	5	2	5	4	1	2	5			
7/15/2025 23:05:17	4	4	3	4	4	4	3	4	4	3	2	2	3	5	5	5	3	3	4	3	4	4	5	4	5	4	4	5	5	4	5	3	2	3	5	3	3	4	5	5	5	5	5	4	3	4	3	3	3	3	3	3	4	4	4	5	5	4	5	5			
7/16/2025 8:56:02	4	4	3	1	1	4	3	2	2	1	3	1	2	1	1	1	1	3	5	1	1	3	2	1	2	3	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1	1	3	1	3	2	2	2	2	1	1	2	1	1	1			
7/16/2025 9:11:52	2	1	1	1	1	1	4	1	2	4	4	5	3	1	5	2	1	2	1	1	1	5	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	4	1	1	1	1	1	4	3			
